,site_name,date,unclean_age,standard_deviation,f_p1,age,data_flag,age_type,database,alt_name,site_details,site_id,f_p2,frac_1,mrt1
610,L37/1558,2006-05-19 00:00:00,51,,,51.0,single_value,tritium,ecan,nan,nan,nan,,,
611,M36/0573,2006-05-19 00:00:00,140,,,140.0,single_value,tritium,ecan,nan,nan,nan,,,
613,M36/0217,2006-05-19 00:00:00,52,11.0,,52.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
614,L36/2143,2006-05-19 00:00:00,93,,,93.0,single_value,tritium,ecan,nan,nan,nan,,,
615,K37/1703,2006-05-19 00:00:00,75,,,75.0,single_value,tritium,ecan,nan,nan,nan,,,
616,L37/1138,2006-05-19 00:00:00,71,,,71.0,single_value,tritium,ecan,nan,nan,nan,,,
617,K37/2085,2006-05-19 00:00:00,83,,,83.0,single_value,tritium,ecan,nan,nan,nan,,,
618,M35/9566,2006-06-21 00:00:00,66,32.5,0.4,66.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
619,M35/9021,2006-06-21 00:00:00,30,,0.2,30.0,single_value,tritium,ecan,nan,nan,nan,,,
621,M35/2589,2006-06-21 00:00:00,>100,,0.9,100.0,>,tritium,ecan,nan,nan,nan,,,
622,M35/7542,2006-06-27 00:00:00,>89,,0.9,89.0,>,tritium,ecan,nan,nan,nan,,,
623,M35/0833,2006-06-27 00:00:00,>100,,0.9,100.0,>,tritium,ecan,nan,nan,nan,,,
624,M35/0834,2006-06-27 00:00:00,>100,,0.4,100.0,>,tritium,ecan,nan,nan,nan,,,
625,M35/0474,2006-06-27 00:00:00,44,19.0,0.32,44.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
626,M35/6662,2006-06-27 00:00:00,135,38.5,0.4,135.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
627,M35/0847,2006-06-27 00:00:00,>100,,0.4,100.0,>,tritium,ecan,nan,nan,nan,,,
628,M35/9699,2006-06-28 00:00:00,>100,,0.9,100.0,>,tritium,ecan,nan,nan,nan,,,
629,M35/10385,2006-06-28 00:00:00,>100,,0.9,100.0,>,tritium,ecan,nan,nan,nan,,,
630,M35/9594,2006-06-28 00:00:00,1,0.5,0.9,1.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
631,M35/0470,2006-06-28 00:00:00,53,26.0,0.35,53.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
632,M35/3670,2006-06-29 00:00:00,5,,0.9,5.0,single_value,tritium,ecan,nan,nan,nan,,,
634,M35/0181,2006-07-06 00:00:00,50,24.0,0.9,50.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
635,L35/0806,2006-08-31 00:00:00,380,,,380.0,single_value,tritium,ecan,nan,nan,nan,,,
636,M35/11199,2006-09-14 00:00:00,109,41.0,0.9,109.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
637,M35/1653,2006-12-12 00:00:00,1,,0.9,1.0,single_value,tritium,ecan,nan,nan,nan,,,
638,M35/2557,2006-12-13 00:00:00,<4,1.0,0.9,2.0,<,tritium,ecan,nan,nan,nan,,,
639,M35/1363,2006-12-13 00:00:00,4,,0.9,4.0,single_value,tritium,ecan,nan,nan,nan,,,
640,M35/2379,2006-12-13 00:00:00,5,,0.2,5.0,single_value,tritium,ecan,nan,nan,nan,,,
641,M35/2627,2006-12-13 00:00:00,2,,0.9,2.0,single_value,tritium,ecan,nan,nan,nan,,,
642,M35/2472,2006-12-13 00:00:00,3,,0.9,3.0,single_value,tritium,ecan,nan,nan,nan,,,
643,M35/5269,2006-12-14 00:00:00,18,,0.9,18.0,single_value,tritium,ecan,nan,nan,nan,,,
644,M35/5273,2006-12-14 00:00:00,16,,0.4,16.0,single_value,tritium,ecan,nan,nan,nan,,,
645,M35/3136,2006-12-14 00:00:00,4,,0.9,4.0,single_value,tritium,ecan,nan,nan,nan,,,
646,M36/7575,2006-12-20 00:00:00,88,,0.5,88.0,single_value,tritium,ecan,nan,nan,nan,,,
647,K38/1544,2007-01-18 00:00:00,>115,,0.6,115.0,>,tritium,ecan,nan,nan,nan,,,
648,K37/1301,2007-01-18 00:00:00,106,,,106.0,single_value,tritium,ecan,nan,nan,nan,,,
649,K38/1402,2007-02-15 00:00:00,<1,0.25,0.6,0.5,<,tritium,ecan,nan,nan,nan,,,
650,K37/1951,2007-02-15 00:00:00,108,,0.6,108.0,single_value,tritium,ecan,nan,nan,nan,,,
652,J39/0137,2007-02-19 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
653,J40/0085,2007-02-19 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
654,K38/2155,2007-02-19 00:00:00,<1,0.25,0.6,0.5,<,tritium,ecan,nan,nan,nan,,,
655,J38/0040,2007-02-19 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
656,J39/0388,2007-02-19 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
657,J39/0514,2007-02-19 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
658,J40/0703,2007-02-20 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
659,J40/0620,2007-02-20 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
661,J40/0632,2007-02-20 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
662,J39/0412,2007-02-20 00:00:00,>110,,0.29,110.0,>,tritium,ecan,nan,nan,nan,,,
663,J39/0516,2007-02-20 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
664,I41/0030,2007-02-20 00:00:00,>110,,0.6,110.0,>,tritium,ecan,nan,nan,nan,,,
669,M35/6791,2007-06-11 00:00:00,155,,0.7,155.0,single_value,tritium,ecan,nan,nan,nan,,,
670,O31/0156,2007-06-11 00:00:00,160,,0.7,160.0,single_value,tritium,ecan,nan,nan,nan,,,
676,M35/5826,2007-07-20 00:00:00,111,,,111.0,single_value,tritium,ecan,nan,nan,nan,,,
678,M35/10751,2007-09-26 00:00:00,33,,0.2,33.0,single_value,tritium,ecan,nan,nan,nan,,,
679,M35/11713,2007-09-28 00:00:00,103,41.5,0.7,103.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
682,I39/0004,2007-10-01 00:00:00,80,,0.5,80.0,single_value,tritium,ecan,nan,nan,nan,,,
684,I38/0015,2007-10-02 00:00:00,92,,0.5,92.0,single_value,tritium,ecan,nan,nan,nan,,,
686,H38/0059,2007-10-02 00:00:00,>95,,0.5,95.0,>,tritium,ecan,nan,nan,nan,,,
687,H38/0063,2007-10-02 00:00:00,>93,,0.5,93.0,>,tritium,ecan,nan,nan,nan,,,
688,I37/0013,2007-10-03 00:00:00,27,,0.3,27.0,single_value,tritium,ecan,nan,nan,nan,,,
689,L36/1533,2007-11-28 00:00:00,44,,0.5,44.0,single_value,tritium,ecan,nan,nan,nan,,,
690,L36/2015,2007-11-28 00:00:00,54,,0.5,54.0,single_value,tritium,ecan,nan,nan,nan,,,
692,N33/0205,2008-03-05 00:00:00,52,,0.36,52.0,single_value,tritium,ecan,nan,nan,nan,,,
693,L36/0871,2008-03-06 00:00:00,2,,0.75,2.0,single_value,tritium,ecan,nan,nan,nan,,,
694,M36/8178,2008-04-08 00:00:00,>148,,0.7,148.0,>,tritium,ecan,nan,nan,nan,,,
695,N36/0048,2008-04-22 00:00:00,168,,,168.0,single_value,tritium,ecan,nan,nan,nan,,,
697,M35/9781,2008-05-19 00:00:00,98,,,98.0,single_value,tritium,ecan,nan,nan,nan,,,
698,M32/0006,2008-05-20 00:00:00,66,,,66.0,single_value,tritium,ecan,nan,nan,nan,,,
699,N34/0165,2008-05-20 00:00:00,7,,,7.0,single_value,tritium,ecan,nan,nan,nan,,,
700,P30/0001,2008-06-03 00:00:00,30,,,30.0,single_value,tritium,ecan,nan,nan,nan,,,
701,M35/10908,2008-06-11 00:00:00,152,,,152.0,single_value,tritium,ecan,nan,nan,nan,,,
702,M35/17636,2008-07-07 00:00:00,23,,,23.0,single_value,tritium,ecan,nan,nan,nan,,,
703,M35/10794,2008-10-31 00:00:00,60,,,60.0,single_value,tritium,ecan,nan,nan,nan,,,
704,M35/10795,2008-10-31 00:00:00,64,,,64.0,single_value,tritium,ecan,nan,nan,nan,,,
705,L35/0980,2008-12-02 00:00:00,106,,,106.0,single_value,tritium,ecan,nan,nan,nan,,,
706,M35/1382,2008-12-04 00:00:00,1,,0.2,1.0,single_value,tritium,ecan,nan,nan,nan,,,
707,J39/0109,2008-12-04 00:00:00,28,,0.26,28.0,single_value,tritium,ecan,nan,nan,nan,,,
708,M35/17757,2009-01-15 00:00:00,43,,,43.0,single_value,tritium,ecan,nan,nan,nan,,,
709,L35/0850,2009-02-25 00:00:00,125,,,125.0,single_value,tritium,ecan,nan,nan,nan,,,
710,K35/0034,2009-03-02 00:00:00,<1,0.25,0.2,0.5,<,tritium,ecan,nan,nan,nan,,,
711,O31/0341,2009-03-17 00:00:00,47,,,47.0,single_value,tritium,ecan,nan,nan,nan,,,
712,O31/0125,2009-03-17 00:00:00,102,,,102.0,single_value,tritium,ecan,nan,nan,nan,,,
713,O31/0107,2009-03-17 00:00:00,39,,0.2,39.0,single_value,tritium,ecan,nan,nan,nan,,,
714,O31/0156,2009-03-17 00:00:00,>118,,0.6,118.0,>,tritium,ecan,nan,nan,nan,,,
715,O31/0327,2009-03-17 00:00:00,99,,,99.0,single_value,tritium,ecan,nan,nan,nan,,,
716,O31/0158,2009-03-18 00:00:00,1,,0.24,1.0,single_value,tritium,ecan,nan,nan,nan,,,
717,O31/0091,2009-03-18 00:00:00,74,,0.9,74.0,single_value,tritium,ecan,nan,nan,nan,,,
718,O31/0276,2009-03-18 00:00:00,74,2.5,0.6,74.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
719,O31/0345,2009-03-18 00:00:00,37,,,37.0,single_value,tritium,ecan,nan,nan,nan,,,
720,O31/0333,2009-03-18 00:00:00,>124,,0.6,124.0,>,tritium,ecan,nan,nan,nan,,,
721,O31/0291,2009-03-19 00:00:00,117,,,117.0,single_value,tritium,ecan,nan,nan,nan,,,
722,O31/0326,2009-03-19 00:00:00,>119,,0.6,119.0,>,tritium,ecan,nan,nan,nan,,,
723,O31/0376,2009-03-19 00:00:00,1,,0.23,1.0,single_value,tritium,ecan,nan,nan,nan,,,
724,O31/0357,2009-03-19 00:00:00,107,,,107.0,single_value,tritium,ecan,nan,nan,nan,,,
725,O31/0085,2009-03-19 00:00:00,50,,0.83,50.0,single_value,tritium,ecan,nan,nan,nan,,,
726,J39/0701,2009-04-06 00:00:00,>125,,0.6,125.0,>,tritium,ecan,nan,nan,nan,,,
727,J39/0490,2009-04-06 00:00:00,1,,0.6,1.0,single_value,tritium,ecan,nan,nan,nan,,,
728,J39/0719,2009-04-06 00:00:00,>142,,0.6,142.0,>,tritium,ecan,nan,nan,nan,,,
729,J39/0481,2009-04-07 00:00:00,>133,,0.6,133.0,>,tritium,ecan,nan,nan,nan,,,
730,J40/0022,2009-04-16 00:00:00,>160,,0.7,160.0,>,tritium,ecan,nan,nan,nan,,,
731,J40/0250,2009-04-16 00:00:00,>155,,0.7,155.0,>,tritium,ecan,nan,nan,nan,,,
732,M35/11908,2009-05-07 00:00:00,>99,,0.7,99.0,>,tritium,ecan,nan,nan,nan,,,
733,M35/3731,2009-07-14 00:00:00,40,,,40.0,single_value,tritium,ecan,nan,nan,nan,,,
734,M36/4700,2009-11-06 00:00:00,112,55.0,0.6,112.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
735,M36/2298,2009-11-06 00:00:00,43,18.0,0.6,43.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
736,M36/0670,2009-11-06 00:00:00,112,55.0,0.6,112.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
737,M36/0026,2009-11-06 00:00:00,117,56.5,0.6,117.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
738,L36/0421,2009-11-06 00:00:00,11,4.5,0.9,11.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
739,M36/5377,2009-11-06 00:00:00,125,58.0,0.6,125.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
740,M36/0870,2009-11-06 00:00:00,130,60.0,0.6,130.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
741,M36/0698,2009-11-06 00:00:00,7,3.0,0.9,7.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
742,M36/4795,2009-11-06 00:00:00,129,59.5,0.6,129.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
743,K38/0619,2009-11-11 00:00:00,149,,,149.0,single_value,tritium,ecan,nan,nan,nan,,,
744,K38/0679,2009-11-11 00:00:00,404,,,404.0,single_value,tritium,ecan,nan,nan,nan,,,
745,K38/0618,2009-11-11 00:00:00,148,,,148.0,single_value,tritium,ecan,nan,nan,nan,,,
746,K38/1700,2009-11-11 00:00:00,162,75.5,0.7,162.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
747,K38/0014,2009-11-11 00:00:00,155,,,155.0,single_value,tritium,ecan,nan,nan,nan,,,
748,K38/1701,2009-11-11 00:00:00,156,,,156.0,single_value,tritium,ecan,nan,nan,nan,,,
749,K38/0394,2009-11-11 00:00:00,162,75.5,0.7,162.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
750,L36/0725,2009-11-30 00:00:00,7,2.5,0.9,7.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
751,M36/7833,2010-01-15 00:00:00,111,54.5,0.6,111.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
752,L36/1313,2010-02-05 00:00:00,46,18.0,0.4,46.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
753,L35/0078,2010-02-08 00:00:00,<1,0.25,,0.5,<,tritium,ecan,nan,nan,nan,,,
754,M35/0174,2010-02-15 00:00:00,45,,0.31,45.0,single_value,tritium,ecan,nan,nan,nan,,,
755,M35/6385,2010-02-17 00:00:00,46,20.0,0.3,46.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
756,L35/0850,2010-02-25 00:00:00,70,,0.37,70.0,single_value,tritium,ecan,nan,nan,nan,,,
757,L35/0699,2010-02-26 00:00:00,46,20.5,0.3,46.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
760,M35/12018,2010-03-09 00:00:00,73,,0.4,73.0,single_value,tritium,ecan,nan,nan,nan,,,
761,L34/0052,2010-03-10 00:00:00,70,34.5,0.4,70.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
762,M36/20411,2010-03-30 00:00:00,>155,,0.7,155.0,>,tritium,ecan,nan,nan,nan,,,
763,M35/8744,2010-03-31 00:00:00,59,28.5,0.4,59.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
764,M35/5869,2010-03-31 00:00:00,48,23.5,0.2,48.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
765,M35/2716,2010-04-08 00:00:00,48,22.0,0.3,48.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
766,M35/7024,2010-04-08 00:00:00,85,40.5,0.4,85.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
767,M35/7079,2010-04-09 00:00:00,85,41.0,0.4,85.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
768,M35/2873,2010-04-15 00:00:00,48,22.0,0.3,48.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
769,M35/3673,2010-04-15 00:00:00,57,27.5,0.45,57.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
770,M35/5579,2010-04-15 00:00:00,45,20.0,0.35,45.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
771,L37/0545,2010-04-15 00:00:00,30,13.5,0.3,30.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
772,K36/0984,2010-04-19 00:00:00,76,37.0,0.5,76.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
773,M35/5609,2010-04-22 00:00:00,52,,0.32,52.0,single_value,tritium,ecan,nan,nan,nan,,,
774,M35/8381,2010-04-26 00:00:00,88,42.0,0.4,88.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
775,M35/4874,2010-04-29 00:00:00,45,20.5,0.25,45.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
776,M35/9021,2010-04-30 00:00:00,42,19.0,0.35,42.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
777,M35/5585,2010-04-30 00:00:00,45,22.0,0.25,45.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
778,M35/11701,2010-04-30 00:00:00,44,19.5,0.32,44.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
779,M36/20408,2010-05-02 00:00:00,>154,,0.7,154.0,>,tritium,ecan,nan,nan,nan,,,
780,M35/2914,2010-05-12 00:00:00,1,,0.2,1.0,single_value,tritium,ecan,nan,nan,nan,,,
781,M35/5599,2010-05-18 00:00:00,46,20.5,0.35,46.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
782,M35/10908,2010-05-20 00:00:00,85,40.5,0.4,85.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
783,L35/0086,2010-06-09 00:00:00,44,20.5,0.2,44.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
784,M35/4223,2010-06-10 00:00:00,45,,0.3,45.0,single_value,tritium,ecan,nan,nan,nan,,,
785,M35/3174,2010-08-26 00:00:00,40,,0.4,40.0,single_value,tritium,ecan,nan,nan,nan,,,
786,M37/0106,2010-08-26 00:00:00,50.5,,0.15,50.5,single_value,tritium,ecan,nan,nan,nan,,,
787,M36/2746,2010-08-26 00:00:00,61,,0.2,61.0,single_value,tritium,ecan,nan,nan,nan,,,
788,M36/7504,2010-08-26 00:00:00,137,62.0,0.6,137.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
789,M36/8178,2010-08-26 00:00:00,134,59.5,0.6,134.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
790,L35/0191,2010-08-26 00:00:00,50,,0.64,50.0,single_value,tritium,ecan,nan,nan,nan,,,
791,M36/4699,2010-09-03 00:00:00,>141,,0.6,141.0,>,tritium,ecan,nan,nan,nan,,,
792,M36/7575,2010-09-03 00:00:00,81,,0.43,81.0,single_value,tritium,ecan,nan,nan,nan,,,
793,M36/3074,2010-09-03 00:00:00,57,26.0,0.4,57.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
794,M36/7533,2010-09-03 00:00:00,132,60.5,0.6,132.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
795,M36/3924,2010-09-03 00:00:00,103,50.5,0.6,103.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
796,M36/4680,2010-09-03 00:00:00,108,53.0,0.6,108.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
797,M36/3922,2010-09-03 00:00:00,132,61.0,0.6,132.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
798,M36/1965,2010-09-22 00:00:00,141,61.5,0.6,141.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
799,M36/1862,2010-09-22 00:00:00,131,59.0,0.6,131.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
800,M36/0872,2010-09-22 00:00:00,>128,,0.6,128.0,>,tritium,ecan,nan,nan,nan,,,
803,M36/2857,2011-01-21 00:00:00,>155,,0.7,155.0,>,tritium,ecan,nan,nan,nan,,,
809,M35/18017,2011-05-05 00:00:00,175,79.5,0.7,175.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
810,M35/7010,2011-05-18 00:00:00,68,0.5,0.4,68.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
811,L35/0891,2011-05-18 00:00:00,3,,,3.0,single_value,tritium,ecan,nan,nan,nan,,,
812,M35/7740,2011-05-18 00:00:00,65,0.5,0.4,65.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
813,M36/3736,2011-05-20 00:00:00,135,63.5,0.6,135.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
814,M35/10149,2011-05-20 00:00:00,187,64.0,0.6,187.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
816,M36/3139,2011-05-24 00:00:00,>144,,,144.0,>,tritium,ecan,nan,nan,nan,,,
817,M36/0515,2011-05-24 00:00:00,>141,,,141.0,>,tritium,ecan,nan,nan,nan,,,
818,M36/3791,2011-05-25 00:00:00,141,63.5,0.6,141.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
819,M36/5930,2011-05-25 00:00:00,121,3.5,,121.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
820,M35/18638,2011-05-26 00:00:00,3,,,3.0,single_value,tritium,ecan,nan,nan,nan,,,
821,M36/0528,2011-06-03 00:00:00,139,65.5,0.6,139.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
822,M36/3712,2011-06-03 00:00:00,139,63.5,,139.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
823,M36/2225,2011-06-03 00:00:00,139,63.5,0.6,139.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
825,M36/2786,2011-06-15 00:00:00,158,11.0,0.6,158.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
827,M36/2771,2011-06-21 00:00:00,164,64.5,0.6,164.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
829,M35/7493,2012-04-02 00:00:00,2,0.5,,2.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
830,M35/7494,2012-04-02 00:00:00,4,1.0,,4.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
831,BW24/0023,2012-04-02 00:00:00,7,0.25,,7.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
832,M35/7500,2012-04-02 00:00:00,6.5,0.25,,6.5,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
833,M35/7450,2012-04-02 00:00:00,1,0.5,,1.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
834,BW24/0023,2012-07-19 00:00:00,7,0.5,,7.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
835,M35/7494,2012-07-19 00:00:00,5,1.25,,5.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
836,M35/7450,2012-07-19 00:00:00,2,0.5,,2.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
837,M35/7500,2012-07-19 00:00:00,7.5,0.75,,7.5,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
838,M35/7493,2012-07-19 00:00:00,2,0.5,,2.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
839,N32/0108,2013-09-04 00:00:00,<1,0.25,,0.5,<,tritium,ecan,nan,nan,nan,,,
840,N33/0166,2013-09-04 00:00:00,20,10.0,,20.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
841,M33/0203,2013-09-05 00:00:00,8 or 49,10.0,,20.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
842,N32/0289,2013-09-05 00:00:00,22 to 29 or 64,10.0,,20.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
843,N33/0219,2013-09-05 00:00:00,8 or 49,10.0,,20.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
844,N32/0140,2013-09-05 00:00:00,1,0.5,,1.0,single_value_with_sd,tritium,ecan,nan,nan,nan,,,
845,N32/0204,2013-09-05 00:00:00,>163,,,163.0,>,tritium,ecan,nan,nan,nan,,,
846,N33/0204,2013-09-09 00:00:00,45019,81.5,,45019.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
847,N33/0103,2013-09-18 00:00:00,6 or 48,81.5,,45019.0,single_value_with_sd_>,tritium,ecan,nan,nan,nan,,,
879,SQ32943,2016-03-16 00:00:00,5.5,0.5,,5.5,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
880,SQ30340,2016-03-16 00:00:00,5.5,0.5,,5.5,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
881,SQ30400,2016-03-16 00:00:00,9,0.5,,9.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
882,SQ30332,2016-03-16 00:00:00,6,0.5,,6.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
883,SQ30428,2016-03-16 00:00:00,9.5,0.625,,9.5,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
884,SQ30426,2016-03-16 00:00:00,6,0.5,,6.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
885,M35/7494,2016-03-16 00:00:00,4.5,0.5,,4.5,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
886,M35/7500,2016-03-16 00:00:00,7,0.75,,7.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
887,SQ35040,2016-03-16 00:00:00,8,0.5,,8.0,single_value_with_sd_range,tritium,ecan,nan,nan,nan,,,
888,BX23/0270,2017-07-22 00:00:00,<1,0.25,,0.5,<,tritium,ecan,nan,nan,nan,,,
889,M35/9431,2017-07-26 00:00:00,2,,,2.0,single_value,tritium,ecan,nan,nan,nan,,,
890,BX23/0770,2017-07-26 00:00:00,0.1,,,0.1,single_value,tritium,ecan,nan,nan,nan,,,
891,BX24/0624,2017-07-26 00:00:00,190,,,190.0,single_value,tritium,ecan,nan,nan,nan,,,
892,M35/1257,2017-08-22 00:00:00,130,,,130.0,single_value,tritium,ecan,nan,nan,nan,,,
893,M35/9439,2017-09-12 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
894,BX24/0965,2017-09-12 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
895,M35/1336,2017-09-12 00:00:00,45,,,45.0,single_value,tritium,ecan,nan,nan,nan,,,
896,M35/1653,2017-09-12 00:00:00,<1,0.25,,0.5,<,tritium,ecan,nan,nan,nan,,,
897,M35/2805,2017-09-14 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
898,M35/2325,2017-09-14 00:00:00,179,,,179.0,single_value,tritium,ecan,nan,nan,nan,,,
899,M35/1554,2017-09-14 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
900,M36/1045,2017-09-14 00:00:00,132,,,132.0,single_value,tritium,ecan,nan,nan,nan,,,
901,M36/1915,2017-09-14 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
902,M35/2054,2017-09-15 00:00:00,198,,,198.0,single_value,tritium,ecan,nan,nan,nan,,,
903,M35/18734,2017-09-16 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
904,M36/20557,2017-09-16 00:00:00,206,,,206.0,single_value,tritium,ecan,nan,nan,nan,,,
905,M36/0981,2017-09-19 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
906,M35/2266,2017-09-19 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
907,M35/6213,2017-09-19 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
908,M35/6667,2017-09-19 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
909,M35/6040,2017-09-19 00:00:00,>210,,,210.0,>,tritium,ecan,nan,nan,nan,,,
910,M36/1225,2017-09-19 00:00:00,41,,,41.0,single_value,tritium,ecan,nan,nan,nan,,,
911,M35/3637,2017-09-20 00:00:00,72,,,72.0,single_value,tritium,ecan,nan,nan,nan,,,
912,M36/4227,2017-09-20 00:00:00,6,,,6.0,single_value,tritium,ecan,nan,nan,nan,,,
